sounding_091_005       47.8394  -17.2592   -1.0 411.584279 -0.799345
sounding_092_005       48.0352  -17.4229   -1.0 411.767138 -0.091663
sounding_092_006       48.1448  -17.1296   -1.0 411.862388 -0.587353
sounding_093_005       48.2308  -17.5880   -1.0 411.922902 -0.493501
sounding_130_039       59.1234  -12.6310   -1.0 412.594992 -0.793938
