sounding_170_005       62.1814  -35.6783   -1.0 411.881554  0.319792
sounding_171_005       62.3407  -36.0062   -1.0 411.804721  0.108062
sounding_171_006       62.4932  -35.6623   -1.0 411.782997  1.001975
sounding_171_007       62.6448  -35.3152   -1.0 411.794231  1.898889
