sounding_040_044       40.5929    0.0525   -1.0 415.875674 -0.815223
sounding_128_088       61.9379    8.8345   -1.0 412.171859 -1.360026
sounding_148_100       66.5957   13.6343   -1.0 412.133232 -0.692999
