sounding_080_100       51.5363   15.7723   -1.0 417.226377 -0.425083
sounding_152_116       67.5517   22.4260   -1.0 414.662768 -0.159343
sounding_160_120       69.2153   24.9776   -1.0 415.008958 -0.333780
