sounding_048_032       41.4980   -4.0066   -1.0 415.180810  1.445684
sounding_092_060       52.7570    0.5709   -1.0 415.743394 -0.571510
sounding_148_100       66.5957   13.6343   -1.0 415.317481 -0.123678
