sounding_056_168       44.6773   37.8609   -1.0 413.840472  0.710960
sounding_088_160       52.0782   37.8528   -1.0 413.714175 -0.269578
sounding_108_164       56.1725   41.3635   -1.0 413.430609 -0.537070
sounding_136_168       61.7882   46.9303   -1.0 410.759534 -2.396954
