sounding_160_036       64.6237  -20.6240   -1.0 415.897076  0.477548
sounding_164_032       64.8815  -23.4547   -1.0 416.201613 -0.320201
sounding_164_040       65.8215  -19.9415   -1.0 416.131302 -0.276963
