sounding_056_168       44.6773   37.8609   -1.0 413.774444  0.214965
sounding_088_160       52.0782   37.8528   -1.0 413.086601  0.203439
sounding_108_164       56.1725   41.3635   -1.0 413.435010  0.641478
sounding_136_168       61.7882   46.9303   -1.0 410.753187  0.726342
