sounding_056_152       45.4246   32.9108   -1.0 410.475722 -0.234504
sounding_088_148       52.6531   33.5348   -1.0 411.038655 -0.011764
sounding_088_156       52.2871   36.4260   -1.0 412.401045 -1.919768
sounding_096_156       54.0382   37.1078   -1.0 412.365386 -0.548846
